buyCost,lowerBuy,lowestIndex,findhigherBuy
9.0,3660,17,2281
9.0,3660,17,2281
9.0,3660,17,2281
9.0,3660,17,2281
9.0,3660,17,2281
9.0,3660,17,2281
9.0,3660,17,2281
9.0,3660,17,2281
9.0,3660,17,2281
9.0,3660,17,2281
9.0,3660,17,2281
9.0,3660,17,2281
9.0,3660,17,2281
9.0,3660,17,2281
9.0,3660,17,2281
9.0,3660,17,2281
9.0,3660,17,2281
9.0,3660,17,2281
9.0,3660,17,2281
9.0,3660,17,2281
9.0,3660,17,2281
9.0,3660,17,2281
9.0,3660,17,2281
9.0,3660,17,2281
9.0,3660,17,2281
9.0,3660,17,2281
9.0,2817,17,2291
9.0,2817,17,2291
9.0,2767,17,2291
9.0,2767,17,2291
9.0,2767,17,2291
9.0,2767,17,2291
9.0,2767,17,2291
9.0,2767,17,2291
9.0,2767,17,2291
9.0,2767,17,2291
9.0,2717,17,2291
9.0,2717,17,2291
9.0,2717,17,2291
9.0,2717,17,2291
9.0,2757,17,2291
9.0,2757,17,2291
9.0,2757,17,2291
9.0,2757,17,2291
9.0,2757,17,2291
9.0,2754,17,2291
9.0,2754,17,2291
9.0,2754,17,2291
9.0,2704,17,2291
9.0,704,17,2291
9.0,704,17,2291
9.0,704,17,2291
9.0,704,17,2291
9.0,1025,17,2291
9.0,1025,17,2291
9.0,1025,17,2291
9.0,1025,17,2291
9.0,1025,17,2291
9.0,1025,17,2291
9.0,5,17,2291
9.0,5,17,2391
9.0,5,17,2391
9.0,5,17,2391
9.0,5,17,2391
9.0,5,17,2391
9.0,5,17,2394
9.0,5,17,2394
9.0,5,17,2394
9.0,5,17,2394
9.0,5,17,2394
9.0,5,17,2394
9.0,5,17,2399
9.0,5,17,2399
9.0,5,17,2409
9.0,5,17,2409
9.0,5,17,2409
9.0,5,17,2409
9.0,5,17,2409
9.0,5,17,2409
9.0,5,17,2409
9.0,5,17,2409
9.0,5,17,2409
9.0,5,17,2409
9.0,5,17,2409
9.0,5,17,2409
9.0,5,17,2409
9.0,5,17,2409
9.0,5,17,2409
9.0,5,17,2409
9.0,5,17,2409
9.0,5,17,2409
9.0,5,17,2409
9.0,5,17,2409
9.0,5,17,2409
9.0,5,17,2409
9.0,5,17,2409
9.0,5,17,2409
9.0,5,17,2409
9.0,5,17,2409
9.0,5,17,2409
9.0,5,17,2409
9.0,5,17,2409
9.0,5,17,2409
9.0,5,17,2409
9.0,5,17,2409
9.0,5,17,2409
9.0,5,17,2409
9.0,5,17,2409
9.0,5,17,2409
9.0,5,17,2409
9.0,5,17,2409
9.0,5,17,2409
9.0,5,17,2409
9.0,5,17,2409
9.0,5,17,2409
9.0,5,17,2409
9.0,5,17,2409
9.0,5,17,2409
9.0,5,17,2409
9.0,5,17,2409
9.0,5,17,2412
9.0,5,17,2412
9.0,5,17,2412
9.0,5,17,2412
