buyCost,lowerBuy,lowestIndex,findhigherBuy
7.5,855,14,5961
7.5,855,14,5961
7.5,855,14,5961
7.5,855,14,5961
7.5,855,14,5961
7.5,855,14,5961
7.5,855,14,5961
7.5,855,14,5961
7.5,855,14,5961
7.5,1052,14,5961
7.5,1052,14,5961
7.5,1052,14,5961
7.5,1077,14,5961
7.5,1027,14,5961
7.5,1027,14,5961
7.5,1027,14,5961
7.5,1027,14,5961
7.5,1027,14,5961
7.5,1027,14,5961
7.5,1027,14,5961
7.5,1027,14,5961
7.5,1027,14,5961
7.5,1027,14,5961
7.5,977,14,5961
7.5,977,14,5961
7.5,967,14,5961
7.5,967,14,5961
7.5,967,14,5961
7.5,967,14,5961
7.5,952,14,6161
7.5,952,14,6161
7.5,952,14,6161
7.5,952,14,6161
7.5,952,14,6161
7.5,951,14,6161
7.5,951,14,6161
7.5,951,14,6161
7.5,951,14,6161
7.5,951,14,6161
7.5,951,14,6161
7.5,945,14,6161
7.5,940,14,6161
7.5,940,14,6161
7.5,939,14,6161
7.5,938,14,6161
7.5,938,14,6161
7.5,938,14,6161
7.5,938,14,6161
7.5,938,14,6161
7.5,938,14,6161
7.5,938,14,6161
7.5,938,14,6161
7.5,938,14,6161
7.5,938,14,6161
7.5,938,14,6171
7.5,938,14,6171
7.5,938,14,6171
7.5,958,14,6171
7.5,958,14,6171
7.5,933,14,6171
7.5,933,14,6171
7.5,933,14,6171
7.5,933,14,6171
7.5,933,14,6171
7.5,933,14,6171
7.5,928,14,6171
7.5,928,14,6171
7.5,908,14,6171
7.5,908,14,6171
7.5,908,14,6171
7.5,708,14,6176
7.5,708,14,6176
8.0,1560,15,4616
8.0,1560,15,4616
8.0,1560,15,4616
8.0,1560,15,4616
8.0,1560,15,4616
8.0,1560,15,4616
8.0,1560,15,4616
8.0,1060,15,4866
8.0,1060,15,5366
8.0,1055,15,5366
8.0,1055,15,5366
8.0,1055,15,5367
8.0,1055,15,5367
8.0,1055,15,5367
8.0,1055,15,5367
8.0,1045,15,5367
8.0,1045,15,5367
8.0,1045,15,5367
8.0,1045,15,5367
8.0,1045,15,5367
8.0,1045,15,5367
8.0,1045,15,5367
8.0,761,15,5367
8.0,761,15,5367
8.0,761,15,5367
8.0,731,15,5367
8.0,731,15,5367
8.0,711,15,5367
8.0,711,15,5367
8.0,706,15,5367
8.0,706,15,5367
8.0,706,15,5367
8.0,701,15,5367
8.0,301,15,5367
8.0,297,15,5367
8.0,297,15,5367
8.0,297,15,5367
8.0,297,15,5367
8.0,297,15,5367
8.0,297,15,5367
8.5,2096,16,3271
8.5,2096,16,3271
8.5,2096,16,3271
8.5,2096,16,3271
8.5,2096,16,3271
8.5,2096,16,3271
8.5,2096,16,3271
8.5,2096,16,3271
8.5,2096,16,3271
8.0,495,15,5167
8.0,495,15,5167
8.0,494,15,5167
8.0,494,15,5167
8.0,494,15,5167
8.0,494,15,5167
8.0,494,15,5167
8.0,444,15,5167
8.0,444,15,5667
8.0,444,15,5767
8.0,439,15,5767
8.0,439,15,5767
8.5,2196,16,3571
8.5,2196,16,3571
8.5,2196,16,3571
8.5,2196,16,3571
8.5,2196,16,3571
8.5,2196,16,3571
8.5,2196,16,3571
8.5,2196,16,3571
8.5,2196,16,3571
8.5,2196,16,3571
8.5,2196,16,3571
8.5,2196,16,3571
8.5,2196,16,3571
8.5,2196,16,3571
8.5,2196,16,3571
8.5,2196,16,3571
8.5,2196,16,3571
8.5,2196,16,3571
8.5,2196,16,3571
8.5,2196,16,3571
8.5,2176,16,3571
8.5,2176,16,3571
8.5,2176,16,3571
8.5,2176,16,3571
8.5,2176,16,3571
8.5,2176,16,3571
8.5,2176,16,3571
8.5,2176,16,3571
8.5,2176,16,3571
8.5,2176,16,3571
8.5,2176,16,3571
8.5,2175,16,4571
8.5,2175,16,4571
8.5,2175,16,4571
8.5,2175,16,4571
8.5,2175,16,4571
8.5,2175,16,4571
8.0,9,15,6746
8.0,9,15,6806
8.0,28,15,6706
8.0,28,15,6706
8.0,28,15,6706
8.0,8,15,6706
8.0,8,15,6706
8.0,8,15,6706
8.0,8,15,6706
8.0,8,15,6706
8.0,8,15,6706
8.0,8,15,6706
8.0,8,15,6706
8.0,8,15,6782
8.0,8,15,6786
8.0,8,15,6786
8.0,8,15,6786
8.0,8,15,6786
8.0,38,15,6849
8.0,38,15,6849
8.0,38,15,6849
8.0,38,15,6849
8.0,98,15,6849
8.0,98,15,6849
8.0,98,15,6849
8.0,98,15,6849
8.0,98,15,6849
8.0,98,15,6849
8.0,498,15,6849
8.0,498,15,6849
8.0,498,15,6849
8.0,498,15,6849
8.0,514,15,6859
8.0,264,15,6859
8.0,264,15,6859
8.0,264,15,6859
8.0,264,15,6859
8.0,264,15,6859
8.0,264,15,6859
8.0,264,15,6859
8.0,264,15,6859
8.0,264,15,6859
8.0,264,15,6859
8.0,263,15,6859
8.0,264,15,6859
8.0,264,15,6859
8.5,2228,16,4631
8.5,2228,16,4631
8.5,2228,16,4631
8.5,2228,16,4631
8.5,2228,16,4631
8.5,2228,16,4631
8.5,2228,16,4631
8.5,2228,16,4631
8.5,2228,16,4631
8.5,2228,16,4631
8.5,2228,16,4631
8.5,2228,16,4631
8.5,2227,16,4631
8.5,2227,16,4631
8.5,2227,16,4631
8.5,2227,16,4631
8.5,2227,16,4631
8.5,2227,16,4631
8.5,2227,16,4631
8.5,2227,16,4631
8.5,2227,16,4631
8.5,2227,16,4631
8.5,2227,16,4631
8.5,2227,16,4631
8.5,2227,16,4631
8.5,2227,16,4631
8.5,2177,16,4631
8.5,2177,16,4631
8.5,2177,16,4631
8.5,2177,16,4631
8.5,2177,16,4631
8.5,2177,16,4631
8.5,2177,16,4631
8.5,2177,16,4631
8.5,2177,16,4631
8.5,2177,16,4631
8.5,2177,16,4631
8.5,2177,16,4631
8.5,2174,16,4631
8.5,2174,16,4631
8.5,2174,16,4631
8.5,2174,16,4631
8.5,1074,16,4631
8.5,1074,16,4631
8.5,1074,16,4631
8.5,1074,16,4631
8.5,1074,16,4631
8.5,1074,16,4631
8.5,1074,16,4631
8.5,1074,16,4631
8.5,1114,16,4631
8.5,1114,16,4631
8.5,1124,16,4631
8.5,1123,16,4631
8.5,1123,16,4631
8.5,1123,16,4631
8.5,1123,16,4631
8.5,1123,16,4631
8.5,1123,16,4631
8.5,1123,16,4631
8.5,1123,16,4631
8.5,1123,16,4631
8.5,973,16,4631
8.5,973,16,4631
8.5,973,16,4631
8.5,973,16,4631
8.5,1352,16,4631
8.5,1252,16,4631
8.5,1252,16,4631
8.5,1182,16,4631
8.5,1182,16,4631
8.5,1182,16,4631
8.5,1182,16,4631
8.5,1182,16,4631
8.5,1182,16,4631
8.5,1167,16,4631
8.5,1167,16,4631
8.5,167,16,4631
8.5,167,16,4631
8.5,167,16,4631
8.5,167,16,4631
8.5,167,16,4631
8.5,167,16,4631
8.5,167,16,4631
8.5,167,16,4631
8.5,167,16,4631
9.0,1102,17,3599
9.0,1102,17,3599
9.0,1102,17,3599
9.0,1102,17,3599
9.0,1102,17,3599
9.0,1102,17,3599
9.0,1102,17,3599
9.0,1102,17,3599
9.0,1102,17,3599
9.0,1102,17,3599
9.0,1102,17,3599
9.0,1109,17,3599
9.0,1109,17,3599
9.0,1109,17,3599
9.0,1109,17,3599
9.0,1109,17,3599
9.0,1109,17,3599
9.0,1109,17,3599
9.0,1109,17,3599
9.0,1104,17,3699
9.0,1104,17,3699
9.0,1104,17,3699
9.0,1104,17,3699
