buyCost,lowerBuy,lowestIndex,findhigherBuy
1.5,1682,2,1146
1.5,1682,2,1146
1.5,1682,2,1146
1.5,1682,2,1146
1.5,1682,2,1146
1.5,1682,2,1146
1.5,1682,2,1146
1.5,1682,2,1146
1.5,1682,2,1146
1.5,1682,2,1146
1.5,1682,2,1146
1.5,1682,2,1146
1.5,1682,2,1146
1.5,1682,2,1146
1.5,1682,2,1146
1.5,1682,2,1146
1.5,1682,2,1146
1.5,1682,2,1146
1.5,1682,2,1146
1.5,1682,2,1146
1.5,1682,2,1146
1.5,1682,2,1146
1.5,1682,2,1146
1.5,1911,2,1145
1.5,1911,2,1145
1.5,1911,2,1145
1.5,1911,2,1145
1.5,1911,2,1145
1.5,1911,2,1145
1.5,1926,2,1145
1.5,1926,2,1145
1.5,1926,2,1145
1.5,1676,2,1145
1.5,1675,2,1145
1.5,1665,2,1145
1.5,1865,2,1145
1.5,1865,2,1145
1.5,1865,2,1145
1.5,1865,2,1145
1.5,1865,2,1145
1.5,1865,2,1145
1.5,1865,2,1145
1.5,1373,2,1145
1.5,1373,2,1145
1.5,1373,2,1145
1.5,1373,2,1145
1.5,1373,2,1145
1.5,1373,2,1145
1.5,1373,2,1145
1.5,1373,2,1145
1.5,1373,2,1145
1.5,1378,2,690
1.5,1378,2,690
1.5,1378,2,690
1.5,1378,2,690
1.5,1378,2,690
1.5,1378,2,690
1.5,1378,2,690
1.5,1378,2,690
1.5,1378,2,690
1.5,1378,2,690
1.5,1378,2,690
1.5,1378,2,690
1.5,1378,2,690
1.5,1378,2,690
1.5,1378,2,690
1.5,1378,2,690
1.5,1378,2,690
1.5,1828,2,440
1.5,1828,2,440
1.5,1828,2,440
1.5,1828,2,440
1.5,1828,2,440
1.5,1828,2,400
1.5,1828,2,400
1.5,1828,2,400
1.5,1828,2,400
1.5,1828,2,400
1.5,1828,2,400
1.5,1828,2,400
1.5,1828,2,400
1.5,1828,2,400
1.5,1828,2,400
1.5,1828,2,400
1.5,1828,2,400
1.5,1828,2,400
1.5,1828,2,400
1.5,1828,2,400
1.5,1828,2,400
1.5,1828,2,400
1.5,1828,2,400
1.5,1828,2,401
1.5,1828,2,401
1.5,1828,2,401
1.5,1828,2,401
1.5,1828,2,401
1.5,1828,2,401
1.5,1828,2,401
1.5,1828,2,401
1.5,2478,2,401
1.5,2478,2,401
1.5,2478,2,401
1.5,2478,2,401
1.5,2478,2,401
1.5,2478,2,401
1.5,2478,2,401
1.5,2472,2,401
1.5,2472,2,401
1.5,2472,2,401
1.5,2472,2,401
1.5,2472,2,401
1.5,2472,2,403
1.5,2472,2,403
1.5,2472,2,403
1.5,2472,2,403
1.5,2472,2,403
1.5,2472,2,403
1.5,2472,2,403
1.5,2422,2,404
1.5,2421,2,404
1.5,2421,2,404
1.5,2421,2,404
1.5,2421,2,404
1.5,2421,2,404
1.5,2421,2,404
1.5,2721,2,404
1.5,2721,2,404
1.5,2721,2,404
1.5,2721,2,404
1.5,2721,2,404
1.5,2721,2,404
1.5,2721,2,404
1.5,2721,2,404
1.5,2721,2,404
1.5,2721,2,404
1.5,2721,2,404
1.5,2721,2,404
1.5,2721,2,404
1.5,2721,2,404
1.5,2721,2,404
1.5,2721,2,404
1.5,2721,2,404
1.5,2721,2,404
1.5,2716,2,404
1.5,2716,2,404
1.5,2616,2,404
1.5,2616,2,404
1.5,2616,2,404
1.5,2616,2,404
1.5,2616,2,404
1.5,2616,2,404
1.5,2616,2,402
1.5,2616,2,402
1.5,2616,2,402
1.5,2616,2,402
1.5,2616,2,402
1.5,2616,2,402
1.5,2616,2,402
1.5,2616,2,402
1.5,2616,2,402
1.5,2616,2,402
1.5,2616,2,402
1.5,2616,2,402
1.5,2616,2,402
1.5,2616,2,402
1.5,2616,2,402
1.5,2616,2,402
1.5,2616,2,402
1.5,2616,2,402
1.5,2616,2,402
1.5,2616,2,402
