0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,943,1093,2169,5016,2024-08-01 11:10:35.445,64590.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,943,1093,2169,5016,2024-08-01 11:10:35.563,64590.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,943,1093,2169,5016,2024-08-01 11:10:35.675,64590.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,943,1093,2169,5016,2024-08-01 11:10:35.787,64590.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,943,1093,2169,5016,2024-08-01 11:10:35.908,64590.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,933,1083,2159,5006,2024-08-01 11:10:36.019,64590.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,833,983,2059,4906,2024-08-01 11:10:36.135,64590.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,833,983,2059,4906,2024-08-01 11:10:36.251,64590.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,833,983,2059,4906,2024-08-01 11:10:36.359,64590.01
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,833,983,2059,4906,2024-08-01 11:10:36.471,64590.01
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,833,983,2059,4906,2024-08-01 11:10:36.588,64590.01
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,733,883,1959,4806,2024-08-01 11:10:36.700,64590.01
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,691,841,1917,4764,2024-08-01 11:10:36.823,64590.01
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,691,841,1917,4764,2024-08-01 11:10:36.938,64590.01
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,691,841,1917,4764,2024-08-01 11:10:37.047,64590.01
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,691,841,1917,4764,2024-08-01 11:10:37.162,64590.01
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,691,841,1917,4764,2024-08-01 11:10:37.272,64590.01
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,691,841,1917,4764,2024-08-01 11:10:37.387,64590.01
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,691,841,1917,4764,2024-08-01 11:10:37.501,64590.01
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,671,821,1897,4744,2024-08-01 11:10:37.620,64590.01
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,671,821,1897,4744,2024-08-01 11:10:37.729,64590.01
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,671,821,1897,4744,2024-08-01 11:10:37.844,64590.01
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,671,821,1897,4744,2024-08-01 11:10:37.963,64590.01
