buyCost,lowerBuy,lowestIndex,findhigherBuy
1.5,2266,2,1137
1.5,2266,2,1137
1.5,2266,2,1137
1.5,2266,2,1137
1.5,2266,2,1137
1.5,2266,2,1137
1.5,2266,2,1137
1.5,2266,2,1137
1.5,2266,2,1137
1.5,2266,2,1137
1.5,2266,2,1137
1.5,2266,2,1137
1.5,2266,2,1137
1.5,2266,2,1137
1.5,2266,2,1137
1.5,2266,2,1137
1.5,2266,2,1137
1.5,2266,2,1137
1.5,2266,2,1137
2.0,1665,3,587
2.0,1665,3,587
2.0,1665,3,587
2.0,1665,3,587
2.0,1665,3,587
2.0,1665,3,587
2.0,1665,3,587
2.0,1664,3,587
2.0,1664,3,587
2.0,1664,3,587
2.0,1664,3,587
2.0,1664,3,587
2.0,1663,3,587
2.0,1663,3,587
2.0,1663,3,587
2.0,1663,3,587
2.0,1663,3,587
2.0,1663,3,587
2.0,1663,3,587
2.0,1663,3,587
2.0,1663,3,587
2.0,1647,3,587
2.0,1647,3,587
2.0,1597,3,587
2.0,1597,3,587
2.0,1597,3,587
2.5,386,4,203
2.5,386,4,203
2.5,386,4,208
2.5,386,4,208
2.5,386,4,208
2.5,386,4,208
2.5,386,4,208
2.5,386,4,208
2.5,386,4,208
2.5,386,4,208
2.5,386,4,208
2.5,386,4,208
2.5,386,4,213
2.5,386,4,213
2.5,386,4,213
2.5,386,4,213
2.5,386,4,213
2.0,110,3,597
2.0,110,3,597
2.0,110,3,597
2.0,110,3,597
2.0,110,3,597
2.0,110,3,597
2.0,120,3,597
2.0,120,3,597
2.0,120,3,597
2.0,177,3,597
2.0,177,3,597
2.0,177,3,597
2.0,173,3,597
2.0,173,3,597
2.0,173,3,597
2.0,173,3,597
2.0,163,3,804
2.0,163,3,804
2.0,163,3,804
2.0,157,3,804
2.0,157,3,804
2.0,137,3,804
2.0,132,3,804
2.0,132,3,804
2.0,132,3,804
2.0,132,3,804
2.0,132,3,804
2.0,127,3,804
2.0,127,3,804
2.0,127,3,804
2.0,127,3,804
2.0,127,3,804
2.0,127,3,804
2.0,127,3,804
2.0,127,3,804
2.0,127,3,804
2.0,127,3,804
2.0,137,3,804
2.0,137,3,804
2.0,137,3,804
2.0,37,3,799
2.0,37,3,799
2.0,37,3,799
2.0,36,3,799
2.0,36,3,799
2.0,36,3,799
2.5,386,4,415
2.5,386,4,415
2.5,386,4,415
2.5,381,4,415
2.5,381,4,415
2.5,381,4,415
2.5,381,4,415
2.5,381,4,415
2.5,381,4,415
2.5,381,4,415
2.5,381,4,415
2.5,380,4,415
2.5,380,4,415
2.5,380,4,415
2.5,380,4,415
2.5,380,4,415
2.5,380,4,415
2.0,24,3,793
2.0,19,3,793
2.0,19,3,793
2.0,19,3,793
2.0,19,3,793
2.0,19,3,793
2.0,19,3,793
2.5,380,4,415
2.5,380,4,415
2.5,480,4,415
2.5,480,4,415
2.5,440,4,415
2.5,439,4,425
2.5,438,4,425
2.5,438,4,425
2.0,153,3,861
2.0,153,3,861
2.0,393,3,861
2.0,393,3,861
2.0,393,3,861
2.0,382,3,861
2.0,382,3,861
2.0,392,3,936
2.0,387,3,936
2.0,387,3,936
2.0,386,3,936
2.0,386,3,941
2.0,386,3,941
2.0,405,3,941
2.0,405,3,941
2.0,405,3,941
2.0,1365,3,941
2.0,1365,3,941
2.0,1355,3,941
2.0,1355,3,941
2.0,1355,3,941
2.0,1355,3,941
2.0,357,3,941
2.0,357,3,941
2.0,356,3,942
2.0,356,3,942
2.0,356,3,942
2.0,156,3,942
2.0,153,3,945
2.0,153,3,945
2.0,353,3,945
2.0,353,3,945
2.0,352,3,945
2.0,352,3,945
2.5,521,4,429
2.5,521,4,429
2.5,521,4,429
2.5,521,4,429
2.5,521,4,429
3.0,237,5,1218
3.0,237,5,1218
3.0,237,5,1218
3.0,237,5,1218
3.0,137,5,1218
3.0,117,5,1223
3.0,117,5,1223
3.0,117,5,1223
3.0,117,5,1223
3.0,117,5,1223
3.0,117,5,1223
3.0,117,5,1223
3.0,117,5,1223
3.0,117,5,1223
3.0,117,5,1223
3.0,117,5,1223
3.0,117,5,1223
3.0,117,5,1223
3.0,117,5,1223
3.0,117,5,1223
3.0,117,5,1223
3.0,114,5,1223
3.0,114,5,1223
3.0,114,5,1223
3.0,114,5,1223
3.0,113,5,1223
3.0,113,5,1223
3.0,113,5,1123
3.0,112,5,1123
3.0,642,5,1123
3.0,642,5,1123
3.0,642,5,1123
2.5,1,4,839
2.5,1,4,839
2.5,1,4,839
2.5,1,4,839
2.5,1,4,839
2.5,1,4,839
2.5,1,4,839
2.5,120,4,785
2.5,120,4,785
2.5,100,4,785
2.5,100,4,785
2.5,314,4,785
2.5,314,4,785
2.5,313,4,785
2.5,313,4,785
2.5,313,4,785
