buyCost,lowerBuy,lowestIndex,findhigherBuy
6.0,1250,11,500
6.0,1250,11,500
6.0,1250,11,500
6.0,1250,11,500
6.0,1250,11,500
6.0,1250,11,500
6.0,1250,11,500
6.0,1250,11,500
6.0,1250,11,500
6.0,1250,11,1200
6.0,1250,11,1200
6.0,1250,11,1200
6.0,650,11,1200
6.0,650,11,1200
6.0,650,11,1200
6.0,650,11,1200
6.0,650,11,1200
6.0,650,11,1200
6.0,650,11,1200
6.0,650,11,1200
6.0,550,11,1200
6.0,550,11,1200
5.5,1,10,1650
5.5,1,10,1650
5.5,1,10,1650
5.5,1,10,1650
5.5,1,10,1650
5.5,1,10,1650
5.5,1,10,1650
5.5,1,10,1650
5.5,1,10,1655
5.5,1,10,1655
5.5,1,10,1655
5.5,1,10,1655
5.5,1,10,1655
5.5,1,10,1655
5.5,1,10,1675
5.5,1,10,1675
5.5,1,10,1675
5.5,1,10,1675
5.0,10,9,1256
5.5,20,10,1675
5.5,20,10,1675
5.5,20,10,1675
5.0,86,9,1260
5.0,86,9,1260
5.0,86,9,1260
5.0,98,9,1260
5.0,98,9,1260
5.0,103,9,1260
5.0,103,9,1260
5.0,103,9,1260
5.0,93,9,1310
6.0,550,11,1230
6.0,550,11,1230
6.0,550,11,1230
6.0,550,11,1240
6.0,550,11,1240
6.0,550,11,1240
6.0,550,11,1240
6.0,550,11,1240
6.0,550,11,1240
6.5,715,12,760
6.5,715,12,760
6.5,715,12,760
6.5,715,12,760
6.5,715,12,760
6.5,715,12,760
6.5,715,12,760
6.5,715,12,760
6.5,715,12,760
6.5,715,12,760
6.5,715,12,760
6.5,715,12,760
6.5,715,12,760
6.5,715,12,760
6.5,715,12,760
6.5,715,12,760
6.5,715,12,760
6.5,715,12,760
6.5,715,12,760
6.5,715,12,760
6.5,715,12,760
6.5,715,12,760
6.5,715,12,760
6.5,715,12,760
6.5,715,12,760
6.5,715,12,760
6.5,715,12,760
6.0,216,11,1240
6.0,216,11,1240
6.0,216,11,1240
6.0,216,11,1240
6.0,216,11,1240
6.0,216,11,1240
6.0,216,11,1240
6.0,216,11,1240
