0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2415,63226.16,63229.35,2024-09-23 16:38:33.504
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2415,63226.16,63229.35,2024-09-23 16:38:33.616
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2415,63226.16,63229.35,2024-09-23 16:38:33.723
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2415,63226.16,63229.99,2024-09-23 16:38:33.833
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2415,63226.16,63229.99,2024-09-23 16:38:33.925
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2415,63226.16,63230.0,2024-09-23 16:38:34.439
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2418,63226.16,63230.0,2024-09-23 16:38:34.539
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2418,63226.16,63230.0,2024-09-23 16:38:34.629
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1418,63229.99,63229.99,2024-09-23 16:38:34.747
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1068,63229.99,63229.99,2024-09-23 16:38:34.840
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1068,63229.99,63229.99,2024-09-23 16:38:34.930
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1068,63229.99,63229.99,2024-09-23 16:38:35.018
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1068,63229.99,63229.99,2024-09-23 16:38:35.115
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1068,63229.99,63229.99,2024-09-23 16:38:35.204
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1068,63229.99,63229.99,2024-09-23 16:38:35.299
