0,0,3861,4318,4441,4451,5317,5331,5338,5388,5393,5403,5479,5582,6665,6672,6776,6877,7155,7556,63226.16,2024-09-23 16:38:33.504,63229.35
0,0,4573,5030,5153,5163,6029,6043,6050,6100,6105,6115,6191,6294,7377,7384,7488,7589,7867,8268,63226.16,2024-09-23 16:38:33.616,63229.35
0,0,4573,4980,5103,5113,5979,5993,6000,6050,6055,6065,6141,6244,7327,7334,7438,7539,7817,8218,63226.16,2024-09-23 16:38:33.723,63229.35
0,0,4473,4880,5003,5013,5879,5893,5900,5950,5955,5965,6041,6144,7227,7234,7338,7439,7717,8118,63226.16,2024-09-23 16:38:33.833,63229.99
0,0,4478,4885,5008,5018,5884,5898,5905,5955,5960,5970,6046,6149,7232,7239,7343,7444,7722,8123,63226.16,2024-09-23 16:38:33.925,63229.99
0,0,4478,4886,5009,5019,5885,5899,5906,5956,5961,5971,6047,6150,7233,7240,7344,7445,7723,8124,63226.16,2024-09-23 16:38:34.439,63230.0
0,0,4528,4936,5059,5069,5935,5949,5956,6006,6011,6021,6097,6200,7283,7290,7394,7495,7773,8174,63226.16,2024-09-23 16:38:34.539,63230.0
0,0,4528,4936,5059,5069,5935,5949,5956,6006,6011,6021,6097,6200,7283,7290,7394,7495,7773,8174,63226.16,2024-09-23 16:38:34.629,63230.0
0,0,4528,4936,5059,5069,5935,5949,5956,6006,6011,6021,6097,6200,7283,7290,7394,7495,7773,8174,63229.99,2024-09-23 16:38:34.747,63229.99
0,0,4378,4786,4909,4919,5785,5799,5806,5856,5861,5871,5947,6050,7133,7140,7244,7345,7623,8024,63229.99,2024-09-23 16:38:34.840,63229.99
0,0,4378,4786,4909,4919,5785,5799,5806,5856,5861,5871,5947,6050,7133,7140,7244,7345,7623,8024,63229.99,2024-09-23 16:38:34.930,63229.99
0,0,4378,4786,4909,4919,5785,5799,5806,5856,5861,5871,5947,6050,7133,7140,7244,7345,7623,8024,63229.99,2024-09-23 16:38:35.018,63229.99
0,0,4378,4786,4909,4919,5785,5799,5806,5856,5861,5871,5947,6050,7133,7140,7244,7345,7623,8024,63229.99,2024-09-23 16:38:35.115,63229.99
0,0,4428,4796,4919,4929,5795,5809,5816,5866,5871,5881,5957,6060,7143,7150,7254,7355,7633,8034,63229.99,2024-09-23 16:38:35.204,63229.99
0,0,4431,4799,4922,4932,5798,5812,5819,5869,5874,5884,5960,6063,7046,7053,7157,7258,7536,7937,63229.99,2024-09-23 16:38:35.299,63229.99
0,0,4431,4799,4922,4932,5798,5812,5819,5869,5874,5884,5960,6063,7046,7053,7157,7258,7536,7937,63229.99,2024-09-23 16:38:35.415,63229.99
0,0,4431,4799,4922,4932,5798,5812,5819,5869,5874,5884,5960,6063,7046,7053,7157,7258,7536,7937,63229.99,2024-09-23 16:38:35.519,63229.99
0,0,4431,4799,4922,4932,5798,5812,5819,5869,5874,5884,5960,6063,7046,7053,7157,7258,7536,7937,63229.99,2024-09-23 16:38:35.622,63229.99
0,0,4431,4799,4922,4932,5798,5812,5819,5869,5874,5884,5960,6063,7046,7053,7157,7258,7536,7937,63229.99,2024-09-23 16:38:35.728,63229.99
0,0,4431,4799,4922,4932,5798,5812,5819,5869,5874,5884,5960,6063,7046,7053,7157,7258,7536,7937,63229.99,2024-09-23 16:38:35.836,63229.99
0,0,4431,4799,4922,4932,5798,5812,5819,5869,5874,5884,5960,6063,7046,7053,7157,7258,7536,7937,63229.99,2024-09-23 16:38:35.938,63229.99
0,0,4415,4783,4906,4916,5782,5796,5803,5853,5858,5868,5944,6047,7030,7037,7141,7242,7520,7921,63229.99,2024-09-23 16:38:36.120,63229.99
0,0,4415,4783,4906,4916,5782,5796,5803,5853,5858,5868,5944,6047,7030,7037,7141,7242,7520,7921,63229.99,2024-09-23 16:38:36.208,63229.99
0,0,5415,5783,5906,5916,6782,6796,6803,6853,6858,6868,6944,7047,8030,8037,8141,8242,8520,8921,63229.99,2024-09-23 16:38:36.321,63229.99
0,0,5415,5783,5906,5916,6782,6796,6803,6853,6858,6868,6944,7047,8030,8037,8141,8242,8520,8921,63229.99,2024-09-23 16:38:36.473,63229.99
0,0,5415,5783,5906,5916,6782,6796,6803,6853,6858,6868,6944,7047,8030,8037,8141,8242,8520,8921,63229.99,2024-09-23 16:38:36.561,63229.99
0,0,5415,5783,5906,5916,6782,6796,6803,6853,6858,6868,6944,7047,8030,8037,8141,8242,8520,8921,63229.99,2024-09-23 16:38:36.650,63229.99
0,0,5415,5783,5906,5916,6782,6796,6803,6853,6858,6868,6944,7047,8030,8037,8141,8242,8520,8921,63230.0,2024-09-23 16:38:36.767,63229.99
0,0,5416,5784,5907,5917,6783,6797,6804,6854,6859,6869,6945,7048,8031,8038,8142,8243,8521,8922,63230.0,2024-09-23 16:38:36.857,63230.0
0,0,5418,5786,5909,5919,6785,6799,6806,6856,6861,6871,6947,7050,8033,8040,8144,8244,8522,8923,63230.0,2024-09-23 16:38:36.952,63230.0
0,0,5368,5736,5859,5869,6735,6749,6756,6806,6811,6821,6897,7000,7983,7990,8094,8194,8472,8873,63230.0,2024-09-23 16:38:37.062,63230.0
0,0,5368,5736,5859,5869,6735,6749,6756,6806,6811,6821,6897,7000,7983,7990,8094,8194,8472,8873,63230.0,2024-09-23 16:38:37.171,63231.99
0,0,5368,5736,5859,5869,6735,6749,6756,6806,6811,6821,6897,7000,7983,7990,8094,8194,8462,8873,63230.0,2024-09-23 16:38:37.275,63231.99
0,0,5367,5735,5858,5868,6734,6748,6755,6805,6810,6820,6896,6999,7982,7989,8093,8193,8461,8872,63230.0,2024-09-23 16:38:37.371,63231.99
0,0,5367,5735,5858,5868,6734,6748,6755,6805,6810,6820,6896,6999,7982,7989,8093,8193,8461,8872,63230.0,2024-09-23 16:38:37.489,63231.99
0,0,5367,5735,5858,5868,6734,6748,6755,6805,6810,6820,6896,6999,7982,7989,8093,8193,8461,8872,63230.0,2024-09-23 16:38:37.599,63231.99
0,0,5367,5735,5858,5868,6734,6748,6755,6805,6810,6820,6896,6999,7982,7989,8093,8193,8461,8872,63230.0,2024-09-23 16:38:37.691,63231.99
0,0,5367,5735,5857,5867,6733,6747,6754,6804,6809,6819,6895,6998,7981,7988,8092,8192,8460,8871,63230.0,2024-09-23 16:38:37.784,63231.99
0,0,5367,5735,5857,5867,6733,6747,6754,6804,6809,6819,6895,6998,7981,7988,8092,8192,8460,8871,63230.0,2024-09-23 16:38:37.929,63231.99
0,0,4367,4735,4857,4867,5733,5747,5754,5804,5809,5819,5895,5998,6981,6988,7092,7192,7460,7871,63230.0,2024-09-23 16:38:38.041,63231.99
0,0,4367,4735,4857,4867,5733,5747,5754,5804,5809,5819,5895,5998,6981,6988,7092,7192,7460,7871,63230.0,2024-09-23 16:38:38.139,63231.99
0,0,4367,4735,4857,4867,5733,5747,5754,5804,5809,5819,5895,5998,6981,6988,7092,7192,7460,7871,63230.0,2024-09-23 16:38:38.235,63231.99
0,0,4367,4735,4857,4867,5733,5747,5754,5804,5808,5818,5894,5997,6980,6987,7091,7191,7459,7870,63230.0,2024-09-23 16:38:38.326,63231.99
0,0,4367,4735,4857,4867,5733,5747,5754,5804,5808,5818,5894,5997,6980,6987,7091,7191,7459,7870,63230.0,2024-09-23 16:38:38.419,63231.99
0,0,4367,4735,4857,4867,5733,5747,5754,5804,5808,5818,5894,5997,6980,6987,7091,7191,7459,7870,63230.0,2024-09-23 16:38:38.507,63231.99
0,0,4367,4735,4857,4867,5733,5747,5754,5804,5808,5818,5894,5997,6980,6987,7091,7191,7459,7870,63230.0,2024-09-23 16:38:38.596,63231.99
