buyCost,lowerBuy,lowestIndex,findhigherBuy
8.5,1715,16,3817
8.5,1715,16,3817
8.5,1715,16,3817
8.5,1715,16,3817
8.5,1715,16,3817
8.5,1715,16,3817
8.5,1715,16,3817
8.5,1715,16,3817
8.5,1715,16,3817
8.5,1663,16,3817
8.5,1663,16,3817
8.5,1663,16,3817
8.5,1663,16,3817
8.5,1664,16,3817
8.5,1664,16,3817
8.5,1664,16,3817
8.5,1664,16,3817
8.5,1664,16,3817
8.5,1663,16,3817
8.5,1663,16,3817
8.5,1663,16,3817
8.5,1663,16,3817
8.5,1663,16,3817
8.5,1663,16,3817
8.5,1663,16,3817
8.5,1668,16,3817
8.5,1671,16,3817
8.5,1671,16,3817
8.5,1671,16,3817
8.5,1671,16,3817
8.5,1671,16,3817
8.5,1571,16,3817
8.5,1571,16,3817
8.5,1571,16,3817
8.5,1571,16,3817
8.5,1571,16,3817
8.5,1571,16,3817
8.5,1571,16,3817
8.5,1571,16,3817
8.5,1570,16,3817
8.5,1570,16,3817
8.5,1670,16,3817
8.5,1670,16,3817
8.5,1670,16,3817
8.5,1770,16,3817
8.5,1770,16,3817
8.5,1614,16,3817
8.5,1614,16,3817
8.5,1614,16,3817
8.5,1614,16,3817
8.5,1614,16,3817
8.5,1614,16,3817
8.5,1597,16,3817
8.5,1597,16,3817
8.5,1597,16,3817
8.5,1597,16,3817
8.5,1597,16,3817
8.5,1594,16,3817
8.5,1594,16,3817
8.5,1594,16,3817
8.5,1594,16,3817
8.5,1594,16,3817
8.5,1594,16,3817
8.5,1594,16,3817
8.5,1593,16,3817
8.5,1593,16,3817
8.5,693,16,3817
8.5,693,16,3817
9.0,1567,17,3150
9.0,1567,17,3150
9.0,1567,17,3150
9.0,1567,17,3150
9.0,1567,17,3150
9.0,1567,17,3150
9.0,1567,17,3150
9.0,1567,17,3150
9.0,1567,17,3150
9.0,1567,17,3150
9.0,1567,17,3150
9.0,1567,17,3150
9.0,1567,17,3150
9.0,1567,17,3150
9.0,1567,17,3150
9.0,1567,17,3150
